mep_id,first_name,last_name,gender,date_of_birth,date_of_death,hometown,country_of_representation
4271,Elisabeth,Jeggle,FEMALE,1947-07-21,,Untermarchtal,DEU
950,Georgios,Alexiadis,MALE,1911-12-18,,Athina,GRC
1379,Norman,WEST,MALE,1935-11-26,2009-09-07,Barnsley,GBR
866,Guy,Fernandez,MALE,1942-10-29,1989-09-11,St. Etienne,FRA
1399,David R.,Morris,MALE,1930-01-28,2007-01-24,Kidderminster,GBR
1845,Lutz,Goepel,MALE,1942-10-10,,Gotha,DEU
1007,Gianfranco,Fini,MALE,1952-01-03,,Bologna,ITA
28339,Daniel,Strož,MALE,1943-08-04,,Plzeň,DEU
197548,Radosław,Sikorski,MALE,1963-02-23,,Bydgoszcz,POL
1642,Benedikt,Härlin,MALE,1957-01-01,,Stuttgart,DEU
1287,Pat,Cox,MALE,1952-11-28,,Dublin,IRL
387,Dante,Graziosi,MALE,1915-01-11,,Granozzo (Novara),ITA
203,Josef,Oesterle,MALE,1899-04-14,,Weissensberg,DEU
28379,Adam,Gierek,MALE,1938-04-17,,Zwartberg,POL
2284,Alfonso,Novo Belenguer,MALE,1959-04-21,,Valencia,ESP
197690,André,Rougé,MALE,1961-12-23,,Paris,FRA
28842,Raymond,Langendries,MALE,1943-10-01,,Tubize,BEL
124987,Liadh,Ní Riada,FEMALE,1966-11-28,,Baile Átha Cliath,IRL
1659,Yvette M.,Fuillet,FEMALE,1923-03-01,2007-12-15,Marseille,FRA
125025,Marcel,de Graaff,MALE,1962-04-07,,Rotterdam,NLD
1230,Günter,Topmann,MALE,1934-05-07,,Bielefeld,DEU
4459,Paulo,Portas,MALE,1962-09-12,,Lisboa,PRT
197567,Karen,Melchior,FEMALE,1980-10-15,,Gentofte,DNK
4260,Eija-Riitta,Korhola,FEMALE,1959-06-15,,Lahti,FIN
96890,Mario,Pirillo,MALE,1945-09-11,,Amantea,ITA
96729,Santiago,Fisas Ayxelà,MALE,1948-08-29,,Barcelona,ESP
96652,Alajos,Mészáros,MALE,1952-06-18,,Bratislava,SVK
1882,José Javier,Pomés Ruiz,MALE,1952-03-12,,"Pamplona, Navarra",ESP
34232,Kristian,Vigenin,MALE,1975-06-12,,Sofia,BGR
187917,Marc,Botenga,MALE,1980-12-29,,Bruxelles,BEL
2103,Alan Leslie,Gillis,MALE,1936-09-22,2022-05-06,Dublin,IRL
1387,Richard J.,Simmonds,MALE,1944-08-02,,Maidenhead,GBR
34002,Maria,Petre,FEMALE,1951-08-15,,Grindu,ROU
96717,Robert,Dušek,MALE,1967-03-14,,Lanškroun,CZE
912,Mario,Capanna,MALE,1945-01-10,,Città di Castello (Perugia),ITA
1636,Wilhelm F.T.,Hahn,MALE,1909-05-14,,Dorpat (Estland),DEU
28481,Sajjad,Karim,MALE,1970-07-11,,Lancashire,GBR
1801,Michel,Collinot,MALE,1946-11-02,,,FRA
124803,Isabella,De Monte,FEMALE,1971-06-23,,Udine,ITA
1821,Jean,Besse,MALE,1943-10-23,,Aunay-sur-Odon (Calvados),FRA
96978,Nuno,Melo,MALE,1966-03-18,,Joane,PRT
819,Frédéric,Jalton,MALE,1924-02-21,,Abymes (Guadeloupe),FRA
500,Franco,Concas,MALE,1927-06-17,,Villacido (Cagliari),ITA
1430,Marijke J.H.,Van Hemeldonck,FEMALE,1931-12-23,,Hove,BEL
34003,Nicolae Vlad,POPA,MALE,1950-01-20,,Sibiu,ROU
2009,Antonio,GONZÁLEZ TRIVIÑO,MALE,1951-03-05,,Tetuan,ESP
1072,Sotiris,Kostopoulos,MALE,1943-06-23,,,GRC
2043,Gianfranco,Dell'Alba,MALE,1955-05-24,,Livorno,ITA
86793,Anna,Cavazzini,FEMALE,1982-12-12,,Schlüchtern,DEU
28388,Grażyna,Staniszewska,FEMALE,1949-11-02,,Bielsko-Biała,POL
124996,Peter,Lundgren,MALE,1963-02-02,,Bjuv,SWE
822,William J.,Hopper,MALE,1929-08-09,,Glasgow,GBR
1180,Michèle,Barzach,FEMALE,1943-07-11,,Casablanca (Maroc),FRA
197719,Cristina,Maestre Martín De Almagro,FEMALE,1975-07-27,,Ciudad Real,ESP
1151,Leopoldo,Ortiz Climent,MALE,1941-09-13,,Catadau (Valencia),ESP
600,Ernst W.,Achenbach,MALE,1909-04-09,,Siegen,DEU
96916,Rita,Borsellino,FEMALE,1945-06-02,2018-08-15,Palermo,ITA
4742,Franz,Turchi,MALE,1969-06-09,,Roma,ITA
577,Jacques,Baumel,MALE,1918-03-06,,,FRA
96880,Andrea,Cozzolino,MALE,1962-08-03,,Napoli,ITA
170,Hermann,Pünder,MALE,1888-04-01,,Trier,DEU
23823,József,Ékes,MALE,1951-08-15,,Ajka,HUN
235,Marcel,Schlechter,MALE,1928-07-09,2023-11-10,Luxembourg,LUX
840,Charles,Goerens,MALE,1952-02-06,,Ettelbruck,LUX
112753,Jozo,Radoš,MALE,1956-11-03,,Seonica (Bosna i Hercegovina),HRV
2285,Maria,Berger,FEMALE,1956-08-19,,Perg,AUT
247,Linus,Memmel,MALE,1914-07-24,,Rothenburg ob der Tauber,DEU
1592,Günther,Müller,MALE,1934-09-27,,Passau,DEU
2203,Wolfgang,Nußbaumer,MALE,1937-10-03,,Dornbirn,AUT
1091,Roberto,Speciale,MALE,1943-08-03,,Chiavari (Genova),ITA
2226,Peter Michael,Mombaur,MALE,1938-12-12,2021-04-23,Solingen,DEU
2011,Hélène,Carrère D'encausse,FEMALE,1929-07-06,2023-08-05,Paris,FRA
167,Victor Emanuel,Preusker,MALE,1913-02-25,,Berlin,DEU
28112,Gay,Mitchell,MALE,1951-12-30,,Dublin,IRL
1915,Lilli,Gyldenkilde,FEMALE,1936-02-13,2003-08-08,Horsens,DNK
96704,Edvard,Kožušník,MALE,1971-01-30,,Olomouc,CZE
1784,Robert C.,Battersby,MALE,1924-12-14,,Sheffield,GBR
611,Knud,Bro,MALE,1937-02-13,,Fredericia,DNK
23715,Zygmunt Alojzy,Cybulski,MALE,1935-06-17,,Milcz,POL
2170,Susan A.,Waddington,FEMALE,1944-08-23,,Norfolk,GBR
2249,Franco E.,Malerba,MALE,1946-10-10,,Busalla (GE),ITA
28140,Guy,Bono,MALE,1953-04-30,,Béjà (Tunisie),FRA
1965,Jan,Mulder,MALE,1943-10-03,,Diever,NLD
96796,Ryszard Antoni,Legutko,MALE,1949-12-24,,Kraków,POL
96792,Bogdan Kazimierz,Marcinkiewicz,MALE,1966-03-21,,Wodzisław Śląski,POL
96758,Gerald,Häfner,MALE,1956-11-03,,München,DEU
88715,José,Gusmão,MALE,1976-07-20,,Lisboa,PRT
1345,Antoni,Gutiérrez Díaz,MALE,1929-01-19,2006-10-06,Premiá de Mar (Barcelona),ESP
96715,Pavel,Poc,MALE,1964-05-26,,Havlíčkův Brod,CZE
921,Richard G.,Caborn,MALE,1943-10-06,,Sheffield,GBR
1460,Konstantinos,Stavrou,MALE,1928-07-20,2006-10-24,Metsovo,GRC
39319,Maria Eleni,Koppa,FEMALE,1963-03-01,,Athina,GRC
1015,Maurice,DUVERGER,MALE,1917-06-05,2014-12-16,Angoulème,FRA
4460,Giovanni,Procacci,MALE,1955-05-04,,Bari,ITA
601,Alexander,Elbrächter,MALE,1908-02-20,,Herford (Westfalen),DEU
154,Ludwig,Ratzel,MALE,1915-02-13,,Friedrichsfeld (Mannheim),DEU
1743,Emilio,Duran Corsanego,MALE,1923-02-14,,Coruña,ESP
1434,Jessica E.S.,Larive,FEMALE,1945-11-24,,Voorburg,NLD
28172,Pierre,Schapira,MALE,1944-12-10,,Alger,FRA
1687,Sheila,Faith,FEMALE,1928-06-03,,¿,GBR
97058,Guy,Verhofstadt,MALE,1953-04-11,,Dendermonde,BEL
197718,Nicolás,González Casares,MALE,1972-07-20,,A CORUNA,ESP
247122,Catherine,Amalric,FEMALE,1964-10-19,,Aurillac,FRA
4363,Isabelle,Caullery,FEMALE,1955-08-17,,Bordeaux,FRA
28309,Fausto,Correia,MALE,1951-10-29,2007-10-09,Coimbra,PRT
4482,Rodi,Kratsa-Tsagaropoulou,FEMALE,1952-11-14,,Zakynthos,GRC
28288,Jan,Olbrycht,MALE,1952-09-21,,Rybnik,POL
2141,Ernesto,Caccavale,MALE,1963-08-22,,Napoli,ITA
682,Giovanni,Travaglini,MALE,1924-10-30,2020-11-15,Napoli,ITA
197481,Maximilian,Krah,MALE,1977-01-28,,Dresden,DEU
124701,Luděk,Niedermayer,MALE,1966-03-13,,Brno,CZE
1962,Josu Jon,Imaz San Miguel,MALE,1963-09-06,,Zumarraga,ESP
1022,Jean-Marie,Le Chevallier,MALE,1936-11-22,2020-10-30,Sceaux,FRA
1176,Maxime François,Gremetz,MALE,1940-09-03,,Canchy,FRA
796,Liam,Kavanagh,MALE,1935-02-09,2021-12-13,Wicklow,IRL
41004,Roberto,Fiore,MALE,1959-04-15,,Roma,ITA
264,Franco,Malfatti,MALE,1927-01-16,,Roma,ITA
96692,Leonidas,Donskis,MALE,1962-08-13,2016-09-21,Klaipėda,LTU
112749,Tanja,Vrbat,FEMALE,1979-06-18,,Koper,HRV
1991,María Teresa,Estevan Bolea,FEMALE,1936-10-26,,Huesca,ESP
1740,Stéphane,Dermaux,MALE,1929-07-13,1998-10-30,Roncq,FRA
2037,Robert,Sturdy,MALE,1944-06-22,,Wetherby,GBR
124872,Morten,Petersen,MALE,1966-09-14,,Kobenhavn,DNK
1690,António José,Fernandes,MALE,1942-07-27,,Múrias-Mirandela,PRT
565,Gustave,Alric,MALE,1894-02-15,,Toulouse,FRA
2105,Axel,Andersson,MALE,1933-09-04,,Brunflo,SWE
1019,Neil,Blaney,MALE,1922-10-29,1995-11-08,Rossnakill (Co. Donegal),IRL
97293,Georges,Bach,MALE,1955-06-12,,Luxembourg,LUX
4541,Elizabeth,Lynne,FEMALE,1948-01-22,,Woking,GBR
28209,Anne,Laperrouze,FEMALE,1956-07-04,,Puylaurens,FRA
2108,Hadar,Cars,MALE,1933-06-14,,Stockholm,SWE
4313,Martine,Roure,FEMALE,1948-09-28,,Lyon,FRA
746,Aristidis,Ouzounidis,MALE,1938-10-21,,Knidi Grevenon,GRC
4288,Christian Ulrik,von Boetticher,MALE,1970-12-24,,Hannover,DEU
28192,Vladimír,Maňka,MALE,1959-09-19,,Lučenec,SVK
1347,Eusebio,Cano Pinto,MALE,1940-08-17,2020-09-21,La Aldea del Puente (Léon),ESP
197577,Gilles,Boyer,MALE,1971-07-04,,Paris,FRA
23717,Genowefa,Grabowska,FEMALE,1944-01-01,,Przystań,POL
1170,Jean-Marie,Alexandre,MALE,1946-11-25,,Souchez,FRA
124858,Fabio,De Masi,MALE,1980-03-07,,Groß-Gerau,DEU
916,Jacques,Chirac,MALE,1932-11-29,,Paris,FRA
96668,Seán,Kelly,MALE,1952-04-26,,Killarney,IRL
28343,Bogusław,Rogalski,MALE,1972-03-11,,Maków Mazowiecki,POL
253043,Henk Jan,Ormel,MALE,1955-12-15,,Utrecht,NLD
420,C.,Boertien,MALE,1927-07-26,,Enschede,NLD
1529,Frank,Schwalba-Hoth,MALE,1952-12-12,,Hamburg,DEU
94649,Catherine,Griset,FEMALE,1972-08-20,,,FRA
28277,Stanisław,Jałowiecki,MALE,1946-12-26,,Tanvald (Czechy),POL
97198,Mara,Bizzotto,FEMALE,1972-06-03,,Bassano del Grappa (VI),ITA
23796,Krzysztof,Filipek,MALE,1961-08-01,,Węgrów,POL
124706,Pavel,Telička,MALE,1965-08-24,,Washington DC,CZE
1425,Hanja,Maij-Weggen,FEMALE,1943-12-29,,Emmen,NLD
4350,Pere,Esteve,MALE,1942-12-26,2005-06-10,Barcelona,ESP
197468,Özlem,Demirel,FEMALE,1984-03-10,,Malatya,DEU
4412,Véronique,Mathieu Houillon,FEMALE,1955-10-28,,Nancy,FRA
23813,Zoltán,Bagó,MALE,1975-01-10,,Kalocsa,HUN
815,Jaak P.J.,Henckens,MALE,1933-07-22,1981-09-07,Saint-Truiden,BEL
1456,Panayotis,Lambrias,MALE,1926-09-01,2001-03-05,Athina,GRC
96861,Nadezhda,Neynsky,FEMALE,1962-08-09,,Sofia,BGR
28235,Cem,Özdemir,MALE,1965-12-21,,Bad Urach,DEU
1742,Peter Klaus,Duetoft,MALE,1950-05-31,,Nykøbing F.,DNK
233,Eolo,Parodi,MALE,1926-05-21,2018-04-03,Genova-Sestri,ITA
200,Jean,Maroger,MALE,1881-10-10,,Nîmes,FRA
124688,Christos,Stylianides,MALE,1958-06-26,,Nicosia,CYP
4322,Cristina,García-Orcoyen Tormo,FEMALE,1948-01-02,,Madrid,ESP
96682,Sari,Essayah,FEMALE,1967-02-21,,Haukivuori,FIN
137,Cornelis J.,van der Ploeg,MALE,1907-12-15,,Zoeterwouden,NLD
112760,Nikola,Vuljanić,MALE,1949-06-25,,Karlovac,HRV
2190,Katerina,Daskalaki,FEMALE,1944-03-26,,Athina,GRC
316,René,Kuehn,MALE,,,,FRA
111589,Inês Cristina,Zuber,FEMALE,1980-03-11,,Évora,PRT
197542,Janina,Ochojska,FEMALE,1955-03-12,,Gdánsk,POL
124940,Patrick,O'Flynn,MALE,1965-08-29,,Cambridge,GBR
239256,Paola,Ghidoni,FEMALE,1963-07-08,,Montecchio Maggiore,ITA
4741,Gian Paolo,Gobbo,MALE,1949-04-01,,Treviso,ITA
2026,Francis,Decourrière,MALE,1936-11-22,,Sars et Rosières,FRA
124721,Benedek,Jávor,MALE,1972-07-02,,Budapest,HUN
299,Geoffrey Stanley,De Freitas,MALE,1913-04-07,,St. Lucia (Windward Islan,GBR
767,Victor J.J.,Michel,MALE,1915-09-20,1982-11-05,Limbourg (Dolhain),BEL
1162,Henry,Chabert,MALE,1945-10-03,2017-01-17,St. Etienne,FRA
197417,Tomislav,Sokol,MALE,1982-09-20,,Zagreb,HRV
776,Luigi,Macario,MALE,1920-09-06,1994-04-30,Andezeno (Torino),ITA
484,Ove,Guldberg,MALE,1918-12-02,,Nysted,DNK
96783,Wojciech Michał,Olejniczak,MALE,1974-04-10,,Łowicz,POL
4543,Robert,Goodwill,MALE,1956-12-31,,Malton,GBR
195454,Ralph,Packet,MALE,1990-07-17,,Etterbeek,BEL
4563,Luigi,Cesaro,MALE,1952-02-19,,S. Antimo (NA),ITA
1165,Alain,Marleix,MALE,1946-01-02,,Paris,FRA
185628,John,Procter,MALE,1966-11-07,,Leeds,GBR
1954,Raimondo,Fassa,MALE,1959-07-18,,Busto Arsizio (VA),ITA
1783,Jorge,Campinos,MALE,1937-06-30,,Lobito,PRT
1891,Helga,Haller von Hallerstein,FEMALE,1927-03-31,,Sahy (Slow. Rep.),DEU
1942,Wilfried A.E.,MARTENS,MALE,1936-04-19,2013-10-10,Sleidinge,BEL
106202,Julia,Reid,FEMALE,1952-07-16,,London,GBR
1890,Georgios,Raftopoulos,MALE,1940-03-21,,Velina Korinthias,GRC
28424,Tunne,Kelam,MALE,1936-07-10,,Taheva,EST
197538,Beata,Mazurek,FEMALE,1967-10-19,,Ostrow Mazowiecka,POL
197813,Jake,Pugh,MALE,1960-10-20,,PEMBURY,GBR
249284,Laurence,Sailliet,FEMALE,1973-03-01,,Thionville,FRA
23766,Ryszard Roman,Kalisz,MALE,1957-02-26,,Warszawa,POL
28211,Lydia,Schenardi,FEMALE,1952-06-27,2020-12-11,Montreuil s/Bois,FRA
185341,Željana,Zovko,FEMALE,1970-03-25,,Mostar,HRV
37449,Cristian,Stănescu,MALE,1951-10-13,,Glodeni,ROU
197811,Shaffaq,Mohammed,MALE,1972-07-21,,Mirpur,GBR
868,Edgar,Faure,MALE,1908-08-18,,Béziers,FRA
1829,Jean-Pierre,Abelin,MALE,1950-09-03,,Poitiers (Vienne),FRA
1217,,Inglewood,MALE,1951-07-31,,"Carlisle, Cumbria",GBR
24505,Emmanuel,Maurel,MALE,1973-05-10,,Epinay sur Seine,FRA
96993,Lorenzo,Fontana,MALE,1980-04-10,,Verona,ITA
197393,David,Lega,MALE,1973-10-12,,,SWE
1627,Willy H.G.J.M.,Kuijpers,MALE,1937-01-01,,Leuven,BEL
1080,Eugenio,Melandri,MALE,1948-09-21,2019-10-27,Brisighella,ITA
124705,István,Ujhelyi,MALE,1975-02-28,,Berettyóújfalu,HUN
124747,Pedro,Silva Pereira,MALE,1962-08-15,,Lisboa,PRT
58782,Konstantinos,Droutsas,MALE,1939-12-05,,Thessaloniki,GRC
250538,Rafał,Romanowski,MALE,1978-02-15,,Ciechanów,POL
28164,Robert,Navarro,MALE,1952-05-01,,Cuxac d'Aude,FRA
197805,Silvia,Modig,FEMALE,1976-07-08,,Helsingfors,FIN
2053,Johannes,Voggenhuber,MALE,1950-06-05,,Salzburg,AUT
97010,Athanasios,Plevris,MALE,1977-05-21,,Athens,GRC
96739,Reinhard,Bütikofer,MALE,1953-01-26,,Mannheim,DEU
1849,Sylvia-Yvonne,Kaufmann,FEMALE,1955-01-23,,Berlin,DEU
2289,Karl,Habsburg-Lothringen,MALE,1961-01-11,,Starnberg,AUT
1037,Reimer,Böge,MALE,1951-12-18,,Hasenmoor,DEU
1252,(Hans) Johannes Wilhelm,Peters,MALE,1927-12-10,,Uedem (Kr. Kleve),DEU
2328,Robert Jan,Goedbloed,MALE,1946-08-08,,Den Haag,NLD
4561,Bob,van den Bos,MALE,1947-12-19,,Den Haag,NLD
110987,Gino,Trematerra,MALE,1940-09-03,,Cosenza,ITA
729,John,Purvis,MALE,1938-07-06,2022-03-20,St. Andrews (Fife),GBR
1096,Tullio Eugenio,REGGE,MALE,1931-07-11,2014-10-23,Torino,ITA
2195,Ombretta,Colli,FEMALE,1943-09-21,,Genova,ITA
357,John Alexander,Corrie,MALE,1935-07-29,,Kirkcudbright (Scotland),GBR
23820,László,Surján,MALE,1941-09-07,,Kolozsvár,HUN
97021,Jean-Claude,Marcourt,MALE,1956-10-16,,Awans,BEL
197501,Joachim Stanisław,Brudziński,MALE,1968-02-04,,Świerklaniec,POL
2308,Marjo,Matikainen-Kallström,FEMALE,1965-02-03,,Lohja,FIN
2123,Glenys,Kinnock,FEMALE,1944-07-07,2023-12-03,Roade (Northants.),GBR
197627,Virginie,Joron,FEMALE,1973-12-11,,Troyes,FRA
38421,Horia-Victor,Toma,MALE,1955-04-29,,Ploieşti,ROU
1447,Jean J.M.,Penders,MALE,1939-04-05,,Gemert,NLD
22859,Marie-Hélène,Descamps,FEMALE,1938-07-05,2020-08-02,Monts,FRA
1989,Celia,Villalobos Talero,FEMALE,1949-04-18,,Malaga,ESP
1770,Aldo,Bonaccini,MALE,1920-06-27,2000-01-28,Napoli,ITA
2058,Riitta,Jouppila,FEMALE,1940-05-30,,Kuopio,FIN
97006,Giorgos,Papakonstantinou,MALE,1961-10-30,,ΑΘΗΝΑ,GRC
849,Michael,Gallagher,MALE,1934-07-01,,Seaham Harbour (Co. Durham),GBR
4537,Robert,Atkins,MALE,1946-02-05,,London,GBR
39721,Theodor Dumitru,Stolojan,MALE,1943-10-24,,Târgovişte,ROU
2004,Julio,Añoveros Trias De Bes,MALE,1942-03-27,2020-04-03,Barcelona,ESP
197767,Eugen,Jurzyca,MALE,1958-02-08,,Bratislava,SVK
1975,Pedro,Marset Campos,MALE,1941-09-11,,Valencia,ESP
197449,Michael,Bloss,MALE,1986-11-06,,Filderstadt,DEU
279,René,Lacombe,MALE,1915-04-18,,Combrée (Maine et Loire),FRA
1124,Marie-Christine,Aulas,FEMALE,1945-03-10,,Oran (Algérie),FRA
780,Spyridon,Markozanis,MALE,1931-01-01,,Pireas,GRC
1561,Hans,Poetschki,MALE,1928-01-14,,Walsum/Rhld,DEU
1602,Claudio,Martelli,MALE,1943-09-24,,Gessate (MI),ITA
28158,Gitte,Seeberg,FEMALE,1960-06-25,,København,DNK
1758,Carlos,Barral Agesta,MALE,1928-06-02,,Barcelona,ESP
28420,Lapo,Pistelli,MALE,1964-06-20,,Firenze,ITA
4397,Bruno,Trentin,MALE,1926-12-09,2007-08-23,Pavie (Francia),ITA
4555,Daniel,Hannan,MALE,1971-09-01,,Lima,GBR
243912,Maria Veronica,Rossi,FEMALE,1988-09-22,,Ferentino,ITA
95017,Iosif,Matula,MALE,1958-08-23,,Tamasda,ROU
96905,Laurence J.A.J.,Stassen,FEMALE,1971-02-08,,Sittard,NLD
197739,Judith,Bunting,FEMALE,1960-11-27,,Peterborough,GBR
28350,Jana,Hybášková,FEMALE,1965-06-26,,Praha,CZE
22948,Marcelino,Oreja Arburúa,MALE,1969-03-11,,Madrid,ESP
197785,Eugenia,Rodríguez Palop,FEMALE,1970-03-09,,Llerena,ESP
28368,Lilli,Gruber,FEMALE,1957-04-19,,Bolzano,ITA
1560,Gustave A.,Pordea,MALE,1916-02-03,,Dej (Romania),FRA
111823,Nikos,Chrysogelos,MALE,1959-05-13,,Athina,GRC
26146,Florent,Marcellesi,MALE,1979-04-10,,Angers,FRA
288,Aloys Michael,Lenz,MALE,1910-02-10,,Vochem b. Köln,DEU
1243,Marie,Jepsen,FEMALE,1940-03-27,2018-10-20,Nørre Nissum,DNK
1958,Antonio,Graziani,MALE,1930-08-15,2007-09-10,Camaiore (LU),ITA
740,Flaminio,Piccoli,MALE,1915-12-28,,Kirchbichl (Austria),ITA
96699,Jean-Paul,Besset,MALE,1946-08-17,,Chamalières,FRA
197422,Christine,Schneider,FEMALE,1972-06-05,,Landau,DEU
655,Themistokles,Visas,MALE,1930-11-13,,Plolemaida,GRC
96915,Sergio Gaetano,Cofferati,MALE,1948-01-30,,Sesto ed Uniti (Cremona),ITA
28394,Dariusz,Rosati,MALE,1946-08-08,,Radom,POL
106,C.E.P.M.,Raedts,MALE,1898-05-08,,Venray,NLD
949,Maria Luisa,Cassanmagnago Cerretti,FEMALE,1929-04-07,2008-08-04,Bergamo,ITA
96662,Franziska Katharina,Brantner,FEMALE,1979-08-24,,Lörrach,DEU
93776,Maddalena,Calia,FEMALE,1958-08-26,,Lula (Nuoro),ITA
567,Ilse,Elsner,FEMALE,1910-11-25,,Berlin,DEU
2212,Philippe,de Villiers,MALE,1949-03-25,,Boulogne (Vendée),FRA
197521,Manuel,Bompard,MALE,1986-03-30,,Firminy,FRA
124878,Jørn,Dohrmann,MALE,1969-01-09,,Vamdrup,DNK
190774,Geoffroy,Didier,MALE,1976-04-12,,Boulogne-Billancourt,FRA
124848,Maria,Heubuch,FEMALE,1958-12-12,,Ravensburg,DEU
28376,Leopold Józef,Rutowicz,MALE,1932-10-18,,Kraków,POL
406,Ronald William,Brown,MALE,1922-09-07,,London,GBR
197769,Michal,Wiezik,MALE,1979-06-14,,Martin,SVK
2211,Karl,Schweitzer,MALE,1952-08-07,,St. Michael,AUT
101954,Jan,Kozłowski,MALE,1946-01-01,,Wałcz,POL
124730,Fernando,Ruas,MALE,1949-01-15,,Viseu,PRT
197610,Alessandra,Basso,FEMALE,1967-03-14,,Treviso,ITA
96855,Csanád,Szegedi,MALE,1982-09-22,,Miskolc,HUN
124723,Péter,Niedermüller,MALE,1952-09-03,,Budapest,HUN
26740,Inese,Šlesere,FEMALE,1972-08-02,,Rīga,LVA
2021,Christian E.A.,Cabrol,MALE,1925-09-16,2017-06-16,Chezy-sur-Marne,FRA
28398,Carlos,Iturgaiz,MALE,1965-10-20,,Santurce,ESP
571,Pierre,Comte-Offenbach,MALE,1910-09-23,,Paris,FRA
933,Martin,Bangemann,MALE,1934-11-15,2022-06-28,Wanzleben,DEU
472,James Martin,Gibbons,MALE,1924-08-03,,Kilkenny,IRL
23732,Andreas,Angelides,MALE,1946-12-12,,,CYP
1324,Enrique,Sapena Granell,MALE,1930-01-17,2008-06-08,Valencia,ESP
28301,Tadeusz,Zwiefka,MALE,1954-12-28,,Tuchola,POL
125001,Harald,Vilimsky,MALE,1966-07-22,,Wien,AUT
124693,Pascal,Durand,MALE,1960-10-03,,Montreuil-Sous-Bois,FRA
493,Uberto,Bonino,MALE,1901-03-13,,La Spezia,ITA
760,Angelo,Narducci,MALE,1930-08-17,1984-05-10,L'Aquila,ITA
1130,Biagio,De Giovanni,MALE,1931-12-21,,Napoli,ITA
491,Alessandro,Bermani,MALE,1906-10-23,,Novara,ITA
197801,Franco,Roberti,MALE,1947-11-16,,Napoli,ITA
417,P.A.,Blaisse,MALE,1911-04-24,,Amsterdam,NLD
197553,Beata,Szydło,FEMALE,1963-04-15,,Oswiecim,POL
394,Marie-Thérèse,Goutmann,FEMALE,1933-08-29,,Pontchartrain,FRA
2214,Thierry B.,Jean-Pierre,MALE,1955-07-27,2005-07-26,Mende,FRA
28179,Roselyne,Bachelot-Narquin,FEMALE,1946-12-24,,Nevers,FRA
363,Giovanni,Giraudo,MALE,1912-10-18,,Roccavione (Cuneo),ITA
23851,Juris,Dobelis,MALE,1940-07-08,,Riga,LVA
119440,Oleg,Valjalo,MALE,1970-11-19,,Dubrovnik,HRV
124755,Jean-Luc,Schaffhauser,MALE,1955-12-17,,Cambrai,FRA
197596,Teuvo,Hakkarainen,MALE,1960-04-12,,Viitasaari,FIN
334,Gwyneth,Dunwoody,FEMALE,1930-12-12,,London,GBR
1694,Konstantinos,Filinis,MALE,1921-08-13,,Athina,GRC
877,Doeke,Eisma,MALE,1939-12-30,2023-12-29,Den Haag,NLD
631,Emile P.,De Winter,MALE,1912-09-23,,Elsene-Brussel,BEL
1476,Charles,Wendeling,MALE,1926-09-19,,Strasbourg,FRA
72754,Innocenzo,Leontini,MALE,1959-05-25,,,ITA
1155,Juan María,BANDRÉS MOLET,MALE,1932-02-12,2011-10-28,San Sebastián,ESP
1551,Andrew,Pearce,MALE,1937-12-01,,Southport,GBR
2278,Paul,Rübig,MALE,1953-05-06,,Wels,AUT
1011,Vincenzo,Mattina,MALE,1940-07-29,,Buonabitacolo (SA),ITA
96660,Niki,Tzavela,FEMALE,1947-06-30,,Lamia,GRC
28196,Irena,Belohorská,FEMALE,1948-03-13,,Piešťany,SVK
197802,Ville,Niinistö,MALE,1976-07-30,,Turku,FIN
1014,Mauro,Chiabrando,MALE,1932-03-29,2016-12-25,Pinerolo (TO),ITA
23202,Peder,Wachtmeister,MALE,1945-08-09,,Flen,SWE
97308,Vilja,Savisaar-Toomast,FEMALE,1962-08-15,,Antsla,EST
2264,Anneli,Hulthén,FEMALE,1960-07-27,,Göteborg,SWE
1298,Karel C.C.,Dillen,MALE,1925-10-16,2007-04-27,Antwerpen,BEL
22097,Véronique,De Keyser,FEMALE,1945-03-23,,Etterbeek,BEL
1034,Claude,Autant-Lara,MALE,1901-08-05,,,FRA
23871,Ján,Figeľ,MALE,1960-01-20,,Vranov,SVK
2137,Christiane,Taubira-Delannon,FEMALE,1952-02-02,,Cayenne (Guyane),FRA
513,Francesco,Albertini,MALE,1906-12-30,,Gravellona Toce (Novara),ITA
4286,Karsten,Knolle,MALE,1939-01-17,2024-01-03,Neinstedt,DEU
2194,Umberto,SCAPAGNINI,MALE,1941-10-16,2013-04-02,Napoli,ITA
4549,Jonathan,Evans,MALE,1950-06-02,,Tredegar,GBR
197604,Lucy,Nethsingha,FEMALE,1973-02-06,,Southampton,GBR
882,Maurice CH.H.,Doublet,MALE,1914-04-08,,Saint-Maixent-l'Ecole,FRA
113597,Minodora,Cliveti,FEMALE,1955-10-24,,Adjud,ROU
1974,Angela del Carmen,Sierra González,FEMALE,1945-01-10,,Tenerife,ESP
197701,Konstantinos,Arvanitis,MALE,1964-06-09,,Athens,GRC
1951,Antonio Michele,Trizza,MALE,1956-07-11,,Martina Franca (TA),ITA
1617,Jacqueline,Hoffmann,FEMALE,1943-12-26,,Béziers (Hérault),FRA
507,Ludovico,Benvenuti,MALE,1899-04-10,,Verona,ITA
1712,Roger,Partrat,MALE,1935-04-02,1988-08-10,Saint-Etienne (Loire),FRA
96770,Joanna Katarzyna,Skrzydlewska,FEMALE,1977-02-17,,Łódź,POL
